"Kategori","Sub Kategori","Nama Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal  Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Studio","Peralatan Studio Audio","Camera Digital","110111003500000000000020231320601011020000001","110111003500000000000020231320601011020000001","Kamera","5184x3888 3.2 sentuh f/2.8 hingga f/22 Pelindung Sirkuit Pemotretan dan Kelebihan beban","","Merk: Panasonic  Lumix DC -GH5 Kit Panasonic Lumix G X Vario 35-100mm f/2.8 II Power O.I.S Tipe: Lumix DC -GH5 Kit Panasonic Lumix G X Vario 35-100mm f/2.8 II Power O.I.S","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","47,345,000.00","47,345,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal  25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Audio","Camera Digital","110111003500000000000020231320601011020000002","110111003500000000000020231320601011020000002","Kamera","5184x3888 3.2 sentuh f/2.8 hingga f/22 Pelindung Sirkuit Pemotretan dan Kelebihan beban","","Merk: Panasonic  Lumix DC -GH5 Kit Panasonic Lumix G X Vario 35-100mm f/2.8 II Power O.I.S Tipe: Lumix DC -GH5 Kit Panasonic Lumix G X Vario 35-100mm f/2.8 II Power O.I.S","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","47,345,000.00","47,345,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal  25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000001","110111003500000000000020231320601020450000001","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000002","110111003500000000000020231320601020450000002","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000003","110111003500000000000020231320601020450000003","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000004","110111003500000000000020231320601020450000004","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000005","110111003500000000000020231320601020450000005","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000006","110111003500000000000020231320601020450000006","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Tripod Camera","110111003500000000000020231320601020450000007","110111003500000000000020231320601020450000007","Light Stand","840 mm 730 mm 1600g 3000g ","","Merk: VISICO lighstand air-cushion LS-8008CK  Tipe: lighstand air-cushion LS-8008CK ","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","295,000.00","295,000.00","Pengadaan APBD","8/21/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","89/BAST/X/2023 Tanggal 25-10-2023","Chandra Irani, SP, MM","Humas","","","",""
"Peralatan Komputer ","Peralatan Personal Komputer","Printer (Peralatan Personal Komputer)","110111003500000000000020231320601021670000003","110111003500000000000020231320601021670000003","Printer Laserjet Colour","up to 17 ppm up to 17 ppm up to 600 x 600 dpi up to 150 sheets 15 mm stack height in tray ","","Merk: HP Color Laserjet Pro M155a Tipe: Color Laserjet Pro M155a","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","6,930,000.00","6,930,000.00","Pengadaan APBD","10/23/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","91/BAST/XI/2023 Tanggal 22-11-2023","Rizki Munanda, S. STP, M. Ec. Dev","TU Pimpinan","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Kamera Udara","110111003500000000000020231320601050470000001","110111003500000000000020231320601050470000001","Baterai Drone","15.2 V Lipo 4S 160 w 89.2 Wh ","","Merk: DJI Intelligent Flight Battery For Phantom 4 Pro Tipe: Flight Battery For Phantom 4 Pro","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","3,363,000.00","3,363,000.00","Pengadaan APBD","11/2/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 93/BAST/XI/2023 Tanggal 23-11-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Kamera Udara","110111003500000000000020231320601050470000002","110111003500000000000020231320601050470000002","Baterai Drone","15.2 V Lipo 4S 160 w 89.2 Wh ","","Merk: DJI Intelligent Flight Battery For Phantom 4 Pro Tipe: Flight Battery For Phantom 4 Pro","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","3,363,000.00","3,363,000.00","Pengadaan APBD","11/2/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 93/BAST/XI/2023 Tanggal 23-11-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Kamera Udara","110111003500000000000020231320601050470000003","110111003500000000000020231320601050470000003","Baterai Drone","15.2 V Lipo 4S 160 w 89.2 Wh ","","Merk: DJI Intelligent Flight Battery For Phantom 4 Pro Tipe: Flight Battery For Phantom 4 Pro","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","3,363,000.00","3,363,000.00","Pengadaan APBD","11/2/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 93/BAST/XI/2023 Tanggal 23-11-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Kamera Udara","110111003500000000000020231320601050470000004","110111003500000000000020231320601050470000004","Baterai Drone","15.2 V Lipo 4S 160 w 89.2 Wh ","","Merk: DJI Intelligent Flight Battery For Phantom 4 Pro Tipe: Flight Battery For Phantom 4 Pro","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","3,363,000.00","3,363,000.00","Pengadaan APBD","11/2/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 93/BAST/XI/2023 Tanggal 23-11-2023","Chandra Irani, SP, MM","Humas","","","",""
"Alat Studio","Peralatan Studio Video dan Film","Kamera Udara","110111003500000000000020231320601050470000005","110111003500000000000020231320601050470000005","Baterai Drone","15.2 V Lipo 4S 160 w 89.2 Wh ","","Merk: DJI Intelligent Flight Battery For Phantom 4 Pro Tipe: Flight Battery For Phantom 4 Pro","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","3,363,000.00","3,363,000.00","Pengadaan APBD","11/2/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 93/BAST/XI/2023 Tanggal 23-11-2023","Chandra Irani, SP, MM","Humas","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000001","110111003500000000000020231321001020010000001","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 98/BAST/XII/2023 Tanggal 19-12-2023"," Aidafitri, SKM","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000002","110111003500000000000020231321001020010000002","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","",""," 98/BAST/XII/2023 Tanggal 19-12-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000003","110111003500000000000020231321001020010000003","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","96/BAST/XII/2023 Tanggal 19-12-2023","Amizarrahmad, ST","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","P.C Unit","110111003500000000000020231321001020010000004","110111003500000000000020231321001020010000004","PC  ASUS AIO","23.8 inch intel core i7-125SU Processor 1.7 GHz (12M Cache) Windows 11 Pro Office home and student 2021 512GB M.2 NVMe PCle 3.0 SSD without HDD","","Merk: ASUS AIO A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y Tipe: A3402WBAK-BA785WS i7/UMA/8/512/W11H-OHS-2Y","-  Kel. Kuta Alam Kec. Kuta Alam KOTA BANDA ACEH PROVINSI ACEH","","","","","1.00","unit","","17,500,000.00","17,500,000.00","Pengadaan APBD","7/31/2023","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","95/BAST/XII/2023 Tanggal  18-12-2023","Fitri Hariana, SE","Program","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000001","1101001135000000000000020151321001020020000001","Lap Top","    ","","Merk: Asus X450JB ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","14,300,000.00","14,300,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","039/Umum-Bappeda/XII/2015 tanggal 22-12-2015","Dr. Sufirmansyah, SE, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000002","1101001135000000000000020151321001020020000002","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","005/UMUM-BAPPEDA/IX/2019 Tanggal 13-9-2019","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000003","1101001135000000000000020151321001020020000003","Lap Top","    ","","Merk: Lenovo ThinkPad Edge E450 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","15,400,000.00","15,400,000.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","042/UMUM-BAPPEDA/XII/2015 Tanggal 31-12-2015","Zulfikar, S.Ag","TU Pimpinan","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020151321001020020000010","1101001135000000000000020151321001020020000010","Lap Top","    ","","Merk: HP Envy 14 u211TX-Silver ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,302,500.00","17,302,500.00","Pengadaan APBD","12/31/2015","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","005/UMUM-BAPPEDA/II/2021 Tanggal 4-2-2021 ","Nurhabibi, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020171321001020020000004","1101001135000000000000020171321001020020000004","Lap Top","    ","","Merk: Apple / MacBook Air MMGG2 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","17,710,000.00","17,710,000.00","Pengadaan APBD","12/31/2017","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","32/BAST/V/2023 Tanggal 10 -5-2023","Masdi, ST","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020181321001020020000001","1101001135000000000000020181321001020020000001","Lap Top","    ","","Merk: Apple/MacBook Air MQD42ID/A ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,945,000.00","21,945,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","017/UMUM-BAPPEDA/IX/2018 Tanggal 6-9-2018","Ir. Alamsyah, MM","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020181321001020020000002","1101001135000000000000020181321001020020000002","Lap Top","    ","","Merk: Apple/MacBook Air MQD42ID/A ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,945,000.00","21,945,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","13/BAST/V/2024 Tanggal 29-5-2024","Nur Asyadiah, S.Si","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020181321001020020000003","1101001135000000000000020181321001020020000003","Lap Top","    ","","Merk: Apple/MacBook Air MQD42ID/A ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,945,000.00","21,945,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","11/BAST/V/2024 Tanggal 3-5-2024","Wahyuni, S.Si","PEPD","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020181321001020020000004","1101001135000000000000020181321001020020000004","Lap Top","    ","","Merk: Apple/MacBook Air MQD42ID/A ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,945,000.00","21,945,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top","","19/BAST/VII/2024 Tanggal 11-7-2024","Eka Maya Sari, SP","TU Pimpinan","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020181321001020020000005","1101001135000000000000020181321001020020000005","Lap Top","    ","","Merk: Apple/MacBook Air MQD42ID/A ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","21,945,000.00","21,945,000.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Lap Top",""," 015/Umum-Bappeda/IX/2018 tanggal 28-9-2018","Dedi Fahrian, ST, MT","P2IK","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000001","1101001135000000000000020191321001020020000001","Lap Top","    ","","Merk: HP Pavilion x360 14 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","18,172,000.00","18,172,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","001/UMUM-BAPPEDA/II/2022 Tanggal 22-2-2022","Linda Yanti Hamid, SP","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000002","1101001135000000000000020191321001020020000002","Lap Top","    ","","Merk: HP Pavilion x360 14 ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","18,172,000.00","18,172,000.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","199/UMUM-BAPPEDA/XII/2019 Tanggal 30-12-2019","Aimi Yanti, SE","Sekretariat","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000006","1101001135000000000000020191321001020020000006","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","058/UMUM-BAPPEDA/XI/2019 Tanggal 29-11-2019","Nanda Yuniza, ST, M.Si","Litbang","","","",""
"Komputer Unit","Personal Komputer","Lap Top","1101001135000000000000020191321001020020000007","1101001135000000000000020191321001020020000007","Lap Top","    ","","Merk: HP Spectre X360-ap0054TU ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","24,453,500.00","24,453,500.00","Pengadaan APBD","12/31/2019","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Laptop","","059/UMUM-BAPPEDA/XI/2019/2019 Tanggal 29-11-2019","Hasrati, SE, MM","Litbang","","","",""
