"Kategori","Sub Kategori","Nama_Barang","NIBAR"," Nomor Register","Spesifikasi Nama Barang","Spesifikasi Lainnya","","Merek/tipe","Lokasi","Nomor Polisi","Nomor Rangka","Nomor Mesin","Nomor BPKB","Jumlah","Satuan","","Harga Satuan Perolehan Rp.","Nilai Perolehan Rp.","Cara Perolehan","Tanggal Perolehan","Status Penggunaan","","Keterangan","","No. BAST","Pengguna","Bidang","Link","Masa berlaku Pajak","Masa berlaku STNK","Ket"
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020181320502010300000147","1101001135000000000000020181320502010300000147","Kursi Rapat","    ","","Merk: Chitose Caesar ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","597,847.00","597,847.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Rapat","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020181320502010300000148","1101001135000000000000020181320502010300000148","Kursi Rapat","    ","","Merk: Chitose Caesar ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","597,847.00","597,847.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Rapat","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020181320502010300000149","1101001135000000000000020181320502010300000149","Kursi Rapat","    ","","Merk: Chitose Caesar ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","597,847.00","597,847.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Rapat","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Rapat","1101001135000000000000020181320502010300000150","1101001135000000000000020181320502010300000150","Kursi Rapat","    ","","Merk: Chitose Caesar ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","597,847.00","597,847.00","Pengadaan APBD","12/31/2018","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Rapat","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Tamu","1101001135000000000000020081320502010310000001","1101001135000000000000020081320502010310000001","Kursi Tamu","    ","","Merk: Ligna SF 029x30 / Sofa Aprilia ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","5,478,000.00","5,478,000.00","Pengadaan APBD","12/31/2008","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000001","1101001135000000000000020121320502010320000001","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000002","1101001135000000000000020121320502010320000002","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000003","1101001135000000000000020121320502010320000003","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000004","1101001135000000000000020121320502010320000004","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000005","1101001135000000000000020121320502010320000005","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000006","1101001135000000000000020121320502010320000006","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000007","1101001135000000000000020121320502010320000007","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000008","1101001135000000000000020121320502010320000008","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000009","1101001135000000000000020121320502010320000009","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000010","1101001135000000000000020121320502010320000010","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000011","1101001135000000000000020121320502010320000011","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000012","1101001135000000000000020121320502010320000012","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000013","1101001135000000000000020121320502010320000013","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000014","1101001135000000000000020121320502010320000014","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","12","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000015","1101001135000000000000020121320502010320000015","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000016","1101001135000000000000020121320502010320000016","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000017","1101001135000000000000020121320502010320000017","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000018","1101001135000000000000020121320502010320000018","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000019","1101001135000000000000020121320502010320000019","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000020","1101001135000000000000020121320502010320000020","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000021","1101001135000000000000020121320502010320000021","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000022","1101001135000000000000020121320502010320000022","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","2","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000023","1101001135000000000000020121320502010320000023","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020121320502010320000024","1101001135000000000000020121320502010320000024","Kursi Putar","    ","","Merk: Chitose / Duo-02 pakai lengan ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","995,000.00","995,000.00","Pengadaan APBD","12/31/2012","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","APBA","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000001","1101001135000000000000020161320502010320000001","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000002","1101001135000000000000020161320502010320000002","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000003","1101001135000000000000020161320502010320000003","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000004","1101001135000000000000020161320502010320000004","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000005","1101001135000000000000020161320502010320000005","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000006","1101001135000000000000020161320502010320000006","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000007","1101001135000000000000020161320502010320000007","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000008","1101001135000000000000020161320502010320000008","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000009","1101001135000000000000020161320502010320000009","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000010","1101001135000000000000020161320502010320000010","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000011","1101001135000000000000020161320502010320000011","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000012","1101001135000000000000020161320502010320000012","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000013","1101001135000000000000020161320502010320000013","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000014","1101001135000000000000020161320502010320000014","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000015","1101001135000000000000020161320502010320000015","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000016","1101001135000000000000020161320502010320000016","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000017","1101001135000000000000020161320502010320000017","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020161320502010320000018","1101001135000000000000020161320502010320000018","Kursi Putar","    ","","Merk: Lenovo Staff Chair ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","1,386,000.00","1,386,000.00","Pengadaan APBD","12/31/2016","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","","","","","","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
"Alat Rumah Tangga","Meubelair","Kursi Putar","1101001135000000000000020221320502010320000001","1101001135000000000000020221320502010320000001","Kursi Putar","    ","","Merk: Kursi Putar Berlengan kaki Aluminium (Indachi D-3004 T AL) ","Jln. Tgk. Mohd. Daud Beureueh No. 26 Kuta Alam Kuta Alam Banda Aceh     ","","","","","1.00","unit","","2,400,000.00","2,400,000.00","Pengadaan APBD","12/31/2022","BADAN PERENCANAAN PEMBANGUNAN DAERAH ACEH","","Kursi Putar","","90/BAST/X/2023 Tanggal 27-10-2023","Setiawaty, SKM, MPH","P2KPSDM","","","",""
